timestamp,device,flow_rate_lpm,pressure_bar,total_usage_liters
2025-11-17 00:01:21,shower,24.46,3.97,
2025-11-17 00:13:27,shower,25.65,4.91,17.81
2025-11-17 00:18:02,garden_irrigation,30.23,4.63,25.81
2025-11-17 00:01:34,bath,9.96,2.7,3.41
2025-11-17 00:12:57,toilet_flush,28.34,4.99,25.48
2025-11-17 00:33:48,washing_machine,7.24,1.51,6.79
2025-11-17 00:48:32,garden_irrigation,12.41,1.6,29.94
2025-11-17 00:29:32,kitchen_sink,12.08,4.38,18.8
2025-11-17 00:45:51,shower,34.26,2.2,68.9
2025-11-17 00:57:54,washing_machine,30.05,1.71,9.15
2025-11-17 00:20:44,dishwasher,24.69,2.33,10.99
2025-11-17 00:12:03,dishwasher,25.58,2.99,53.04
2025-11-17 00:59:04,kitchen_sink,19.89,4.06,32.5
2025-11-17 00:34:33,washing_machine,33.17,3.69,21.2
2025-11-17 00:02:35,toilet_flush,17.62,2.33,19.93
2025-11-17 00:49:51,kitchen_sink,13.63,3.26,19.61
2025-11-17 00:32:41,bath,6.12,4.74,13.1
2025-11-17 00:02:46,bath,27.62,4.35,9.36
2025-11-17 00:45:25,garden_irrigation,25.84,2.63,40.63
2025-11-17 00:08:57,washing_machine,13.76,4.94,25.44
2025-11-17 00:17:54,dishwasher,1.37,3.98,3.36
2025-11-17 00:11:46,bath,29.45,1.72,60.56
2025-11-17 00:14:53,bath,0.89,1.62,0.74
2025-11-17 00:22:52,None,24.78,2.09,45.4
2025-11-17 00:05:42,garden_irrigation,33.97,4.05,66.43
2025-11-17 00:28:35,bath,15.6,2.14,29.3
2025-11-17 00:28:57,washing_machine,8.61,3.29,17.96
2025-11-17 00:42:00,washing_machine,24.82,1.83,56.55
2025-11-17 00:17:33,shower,28.69,4.72,12.23
2025-11-17 00:01:24,shower,19.35,2.7,8.53
2025-11-17 00:15:50,kitchen_sink,33.86,4.68,68.79
2025-11-17 00:05:41,dishwasher,2.28,4.81,1.78
2025-11-17 00:05:41,kitchen_sink,17.92,1.52,6.0
2025-11-17 00:30:02,kitchen_sink,25.29,3.12,28.4
2025-11-17 00:04:40,shower,30.26,1.59,63.11
2025-11-17 00:38:24,garden_irrigation,6.68,4.68,3.28
2025-11-17 00:42:59,bath,28.1,3.31,49.04
2025-11-17 00:32:38,toilet_flush,19.57,1.76,4.08
2025-11-17 00:43:06,toilet_flush,14.18,1.89,6.41
2025-11-17 00:38:51,dishwasher,504.0,2.84,5.08
2025-11-17 00:42:21,bath,30.35,4.79,11.91
2025-11-17 00:09:37,washing_machine,5.93,3.93,12.72
2025-11-17 00:24:37,shower,11.19,4.54,24.48
2025-11-17 00:57:38,washing_machine,10.51,2.78,20.37
2025-11-17 00:11:06,toilet_flush,30.56,1.65,23.16
2025-11-17 00:34:21,washing_machine,23.71,4.91,33.28
2025-11-17 00:29:20,shower,27.99,1.56,17.46
2025-11-17 00:35:16,shower,9.14,4.82,7.74
2025-11-17 00:50:08,None,22.06,2.79,30.59
2025-11-17 00:49:25,toilet_flush,20.23,1.54,38.25
2025-11-17 00:46:58,shower,29.23,3.91,12.21
2025-11-17 00:49:08,None,31.76,4.93,28.03
2025-11-17 00:32:36,kitchen_sink,0.92,4.88,2.14
2025-11-17 00:55:58,dishwasher,23.75,2.06,28.19
2025-11-17 00:31:56,bath,2.29,2.13,5.4
2025-11-17 00:38:12,dishwasher,19.44,3.48,48.22
2025-11-17 00:13:20,shower,10.42,3.73,14.71
2025-11-17 00:22:17,kitchen_sink,11.08,4.09,9.56
2025-11-17 00:20:08,shower,12.68,2.13,25.6
2025-11-17 00:41:48,toilet_flush,21.93,4.86,12.42
2025-11-17 00:21:49,kitchen_sink,12.02,3.74,9.37
2025-11-17 00:35:28,toilet_flush,25.78,4.46,51.69
2025-11-17 00:29:14,kitchen_sink,14.46,3.39,17.31
2025-11-17 00:38:31,garden_irrigation,2.86,2.95,1.9
2025-11-17 00:59:02,garden_irrigation,27.54,4.92,46.75
2025-11-17 00:49:07,bath,10.36,3.54,19.53
2025-11-17 00:25:14,bath,15.43,4.53,7.52
2025-11-17 00:37:57,bath,24.15,4.84,20.21
2025-11-17 00:38:09,dishwasher,11.97,3.86,8.49
2025-11-17 00:13:56,toilet_flush,2.45,3.42,2.63
2025-11-17 00:21:27,kitchen_sink,13.4,1.51,26.21
2025-11-17 00:21:27,garden_irrigation,33.08,1.64,60.92
2025-11-17 00:49:30,shower,22.64,2.2,39.03
2025-11-17 00:48:01,washing_machine,23.67,2.15,5.08
2025-11-17 00:59:20,garden_irrigation,22.31,2.39,11.76
2025-11-17 00:01:09,dishwasher,7.37,2.57,5.26
2025-11-17 00:38:59,garden_irrigation,14.93,2.76,
2025-11-17 00:20:12,shower,26.41,2.97,14.18
2025-11-17 00:49:14,garden_irrigation,4.0,1.85,4.57
2025-11-17 00:19:26,garden_irrigation,10.09,1.65,3.76
2025-11-17 00:46:17,garden_irrigation,10.03,3.86,19.31
2025-11-17 00:44:47,bath,15.4,3.38,30.98
2025-11-17 00:38:51,bath,34.32,3.05,52.19
2025-11-17 00:55:40,kitchen_sink,2.83,3.72,1.15
2025-11-17 00:50:22,bath,18.4,4.4,41.35
2025-11-17 00:07:17,garden_irrigation,6.69,3.0,16.2
2025-11-17 00:18:40,washing_machine,33.99,3.74,22.62
2025-11-17 00:16:08,dishwasher,4.41,4.84,8.03
2025-11-17 00:11:28,bath,14.42,4.44,
2025-11-17 00:27:59,kitchen_sink,25.96,2.99,37.42
2025-11-17 00:17:46,dishwasher,24.81,3.76,23.41
2025-11-17 00:24:55,kitchen_sink,15.08,2.12,19.61
2025-11-17 00:52:45,toilet_flush,12.46,3.46,17.17
2025-11-17 00:52:45,garden_irrigation,14.22,4.93,15.95
2025-11-17 00:33:35,dishwasher,9.62,3.31,22.5
2025-11-17 00:54:49,washing_machine,7.58,4.75,14.48
2025-11-17 00:21:55,washing_machine,17.16,2.93,12.96
2025-11-17 00:05:41,toilet_flush,9.76,5.0,15.1
2025-11-17 00:39:34,washing_machine,10.42,3.53,18.59
2025-11-17 00:30:15,dishwasher,23.16,1.65,12.1
2025-11-17 00:19:24,kitchen_sink,33.91,3.55,34.74
2025-11-17 00:52:55,shower,21.33,2.46,48.69
2025-11-17 00:52:27,kitchen_sink,3.16,1.61,4.75
2025-11-17 00:02:16,bath,3.11,4.37,
2025-11-17 00:57:38,shower,33.32,2.47,16.07
2025-11-17 00:01:20,washing_machine,10.76,4.29,14.98
2025-11-17 00:09:35,garden_irrigation,3.68,2.51,5.37
2025-11-17 00:02:02,dishwasher,21.17,2.18,20.52
2025-11-17 00:48:04,shower,22.02,4.91,
2025-11-17 00:28:25,kitchen_sink,22.87,2.77,8.19
2025-11-17 00:51:01,kitchen_sink,9.73,3.6,5.19
2025-11-17 00:38:11,bath,1.02,3.63,1.49
2025-11-17 00:23:25,kitchen_sink,33.79,3.46,11.56
2025-11-17 00:45:39,dishwasher,9.16,4.7,20.39
2025-11-17 00:23:47,dishwasher,23.82,3.86,12.55
2025-11-17 00:37:05,bath,24.88,2.91,43.54
2025-11-17 00:51:58,kitchen_sink,21.55,4.52,23.7
2025-11-17 00:22:21,toilet_flush,11.3,2.13,12.65
2025-11-17 00:22:21,washing_machine,9.85,3.4,19.3
2025-11-17 00:30:15,garden_irrigation,21.12,4.83,28.49
2025-11-17 00:19:55,bath,30.38,3.69,56.78
2025-11-17 00:46:00,toilet_flush,33.16,4.36,45.16
2025-11-17 00:53:11,washing_machine,4.15,3.79,6.49
2025-11-17 00:56:12,dishwasher,5.84,4.44,11.39
2025-11-17 00:51:58,bath,33.09,4.81,52.84
2025-11-17 00:51:58,shower,25.91,2.46,41.87
2025-11-17 00:06:43,toilet_flush,30.96,2.09,62.39
2025-11-17 00:17:33,None,7.49,3.19,17.85
2025-11-17 00:12:06,dishwasher,20.77,3.96,22.15
2025-11-17 00:10:49,toilet_flush,2469.0,2.3,37.71
2025-11-17 00:40:00,toilet_flush,23.96,1.51,9.55
2025-11-17 00:35:47,None,14.58,2.7,14.95
2025-11-17 00:54:14,shower,1.03,4.89,1.18
2025-11-17 00:17:34,kitchen_sink,20.61,3.93,43.71
2025-11-17 00:18:27,dishwasher,9.23,2.9,12.74
2025-11-17 00:22:22,toilet_flush,16.03,2.17,30.16
2025-11-17 00:40:25,washing_machine,33.54,2.75,8.17
2025-11-17 00:45:02,kitchen_sink,14.27,2.09,18.1
2025-11-17 00:17:09,shower,29.47,1.87,66.99
2025-11-17 00:45:51,garden_irrigation,7.0,4.67,5.01
2025-11-17 00:39:55,shower,23.7,4.99,6.46
2025-11-17 00:20:08,garden_irrigation,34.21,2.07,40.94
2025-11-17 00:40:48,washing_machine,4.02,1.69,7.32
2025-11-17 00:19:19,garden_irrigation,0.79,2.65,0.98
2025-11-17 00:31:22,bath,15.46,3.12,19.45
2025-11-17 00:49:26,toilet_flush,3.7,2.22,6.44
2025-11-17 00:49:11,kitchen_sink,26.32,2.55,20.66
2025-11-17 00:06:48,dishwasher,32.05,2.2,61.84
2025-11-17 00:55:45,bath,15.47,4.21,8.54
2025-11-17 00:26:44,kitchen_sink,9.43,3.99,
2025-11-17 00:57:43,toilet_flush,15.49,3.72,26.47
2025-11-17 00:24:24,kitchen_sink,25.46,2.86,53.6
2025-11-17 00:27:26,shower,0.81,4.68,1.64
2025-11-17 00:08:44,toilet_flush,20.84,4.89,38.76
2025-11-17 00:04:30,toilet_flush,21.66,2.11,22.22
2025-11-17 00:46:53,kitchen_sink,22.5,2.28,10.83
2025-11-17 00:17:38,dishwasher,8.85,3.34,6.18
2025-11-17 00:00:10,bath,25.13,1.82,55.01
2025-11-17 00:49:39,garden_irrigation,3.65,3.03,7.93
2025-11-17 00:15:40,dishwasher,7.37,3.54,17.6
2025-11-17 00:45:15,dishwasher,30.77,3.33,11.53
2025-11-17 00:54:32,washing_machine,25.99,2.66,37.29
2025-11-17 00:09:39,dishwasher,0.97,3.4,1.64
2025-11-17 00:12:05,garden_irrigation,9.07,4.86,
2025-11-17 00:23:09,shower,7.9,2.22,13.28
2025-11-17 00:47:46,toilet_flush,9.84,3.79,19.39
2025-11-17 00:35:30,toilet_flush,9.04,1.65,9.28
2025-11-17 00:35:06,shower,2.66,1.73,1.63
2025-11-17 00:22:37,washing_machine,16.33,3.43,10.95
2025-11-17 00:56:55,toilet_flush,25.78,1.87,5.87
2025-11-17 00:43:44,garden_irrigation,21.43,1.58,21.55
2025-11-17 00:17:32,shower,23.71,2.1,9.75
2025-11-17 00:44:12,toilet_flush,3.3,3.48,3.1
2025-11-17 00:56:03,garden_irrigation,33.33,3.96,54.82
2025-11-17 00:04:19,shower,29.43,2.21,66.43
2025-11-17 00:54:52,None,28.28,3.84,60.27
2025-11-17 00:10:14,shower,28.89,2.14,22.57
2025-11-17 00:35:07,washing_machine,32.68,3.65,16.61
2025-11-17 00:48:20,shower,19.28,2.94,12.42
2025-11-17 00:44:29,dishwasher,7.41,3.79,
2025-11-17 00:34:50,bath,21.78,4.98,31.88
2025-11-17 00:58:33,kitchen_sink,26.13,4.78,16.19
2025-11-17 00:25:33,kitchen_sink,25.96,1.51,55.39
2025-11-17 00:41:15,shower,18.49,4.6,20.5
2025-11-17 00:15:02,toilet_flush,2.86,1.73,6.49
2025-11-17 00:15:02,dishwasher,13.3,4.84,10.63
2025-11-17 00:16:12,dishwasher,32.27,2.49,35.64
2025-11-17 00:38:04,kitchen_sink,20.66,2.84,28.13
2025-11-17 00:18:45,garden_irrigation,19.07,1.82,42.97
2025-11-17 00:36:43,garden_irrigation,9.78,1.89,21.5
2025-11-17 00:58:12,toilet_flush,13.21,4.04,20.09
2025-11-17 00:52:05,garden_irrigation,31.39,4.81,22.29
2025-11-17 00:09:07,bath,23.49,3.64,26.49
2025-11-17 00:45:17,toilet_flush,27.66,4.01,67.6
2025-11-17 00:47:32,garden_irrigation,16.17,4.17,25.84
2025-11-17 00:54:08,shower,22.24,2.42,44.4
2025-11-17 00:46:10,dishwasher,9.07,1.66,11.2
2025-11-17 00:15:58,garden_irrigation,2484.0,1.51,35.36
2025-11-17 00:20:39,dishwasher,15.25,2.73,18.1
2025-11-17 00:29:23,shower,15.77,2.35,28.65
2025-11-17 00:32:52,garden_irrigation,22.9,1.72,49.43
2025-11-17 00:17:18,garden_irrigation,32.8,2.13,44.84
2025-11-17 00:49:56,garden_irrigation,2.71,1.94,3.54
2025-11-17 00:59:46,shower,28.95,4.7,28.45
2025-11-17 00:50:38,garden_irrigation,10.59,1.99,6.43
2025-11-17 00:22:57,garden_irrigation,15.82,3.38,37.34
2025-11-17 00:25:04,dishwasher,1.26,3.58,1.17
2025-11-17 00:49:15,bath,10.89,3.4,22.23
2025-11-17 00:56:58,washing_machine,17.84,1.85,32.92
2025-11-17 00:24:53,shower,2.44,2.62,4.93
2025-11-17 00:09:26,bath,17.44,1.68,41.06
2025-11-17 00:20:53,kitchen_sink,32.49,2.88,53.08
2025-11-17 00:05:39,dishwasher,4.14,2.16,9.38
2025-11-17 00:36:47,toilet_flush,26.87,3.47,15.74
2025-11-17 00:29:27,dishwasher,14.63,3.92,24.01
2025-11-17 00:33:42,washing_machine,23.1,3.36,45.65
2025-11-17 00:17:48,bath,9.48,3.02,7.82
2025-11-17 00:12:57,bath,6.0,2.86,11.42
2025-11-17 00:23:49,garden_irrigation,6.04,4.45,12.02
2025-11-17 00:25:43,kitchen_sink,2.93,2.27,6.19
2025-11-17 00:37:21,kitchen_sink,6.9,4.07,
2025-11-17 00:39:56,garden_irrigation,23.42,4.15,41.4
2025-11-17 00:17:10,bath,30.92,2.97,27.82
2025-11-17 00:02:59,dishwasher,28.59,2.54,54.32
2025-11-17 00:42:49,bath,24.14,3.15,30.53
2025-11-17 00:43:58,garden_irrigation,4.31,1.83,6.79
2025-11-17 00:27:14,washing_machine,10.48,1.66,12.12
2025-11-17 00:48:56,shower,11.19,1.89,6.41
2025-11-17 00:32:32,washing_machine,9.12,2.16,
2025-11-17 00:42:03,shower,18.27,3.26,6.91
2025-11-17 00:42:03,kitchen_sink,18.98,4.47,30.78
2025-11-17 00:35:55,toilet_flush,12.81,2.32,27.57
2025-11-17 00:35:55,garden_irrigation,12.71,4.77,3.15
2025-11-17 00:39:55,washing_machine,29.09,4.84,10.25
2025-11-17 00:47:16,kitchen_sink,27.73,4.86,34.72
2025-11-17 00:05:13,washing_machine,11.12,4.43,21.09
2025-11-17 00:55:03,bath,32.03,2.77,18.02
2025-11-17 00:07:56,shower,33.37,1.75,27.52
2025-11-17 00:18:08,garden_irrigation,11.77,3.49,8.63
2025-11-17 00:40:59,bath,12.73,3.46,14.23
2025-11-17 00:48:31,shower,17.94,-4.47,12.87
2025-11-17 00:11:30,bath,32.97,4.99,
2025-11-17 00:25:48,shower,30.73,3.28,57.64
2025-11-17 00:39:10,shower,4.04,2.71,6.49
2025-11-17 00:32:59,bath,14.05,2.15,5.43
2025-11-17 00:55:18,kitchen_sink,19.59,1.52,
2025-11-17 00:22:28,garden_irrigation,17.86,-3.28,23.17
2025-11-17 00:52:47,toilet_flush,7.19,3.44,16.89
2025-11-17 00:54:43,washing_machine,30.13,4.39,26.07
2025-11-17 00:05:48,dishwasher,23.85,3.27,44.6
2025-11-17 00:35:00,shower,29.41,4.71,55.32
2025-11-17 00:45:31,garden_irrigation,30.13,3.7,21.38
2025-11-17 00:54:40,washing_machine,26.32,4.44,59.94
2025-11-17 00:42:28,garden_irrigation,15.65,2.02,20.81
2025-11-17 00:37:18,None,21.56,4.49,37.98
2025-11-17 00:18:43,washing_machine,603.0,3.86,3.23
2025-11-17 00:27:36,garden_irrigation,23.74,2.1,18.82
2025-11-17 00:27:40,toilet_flush,6.68,2.16,
2025-11-17 00:11:40,dishwasher,24.44,4.74,22.82
2025-11-17 00:01:54,garden_irrigation,8.42,1.61,11.36
2025-11-17 00:02:08,dishwasher,4.56,3.12,4.83
2025-11-17 00:31:32,garden_irrigation,6.2,2.6,10.37
2025-11-17 00:15:54,dishwasher,0.57,3.83,0.75
2025-11-17 00:53:24,shower,25.3,4.44,5.33
2025-11-17 00:37:50,dishwasher,25.77,2.76,43.66
2025-11-17 00:09:25,dishwasher,18.27,2.99,21.39
2025-11-17 00:13:01,shower,6.07,4.94,5.98
2025-11-17 00:13:01,shower,3.38,4.24,1.41
2025-11-17 00:54:48,bath,1.16,4.64,
2025-11-17 00:37:37,dishwasher,6.22,3.04,4.45
2025-11-17 00:32:29,garden_irrigation,31.23,2.32,73.43
2025-11-17 00:50:10,toilet_flush,8.83,2.94,
2025-11-17 00:01:34,washing_machine,12.72,4.01,3.77
2025-11-17 00:13:48,shower,4.13,1.88,2.14
2025-11-17 00:45:15,kitchen_sink,8.17,2.45,3.12
2025-11-17 00:33:32,garden_irrigation,18.41,1.66,28.62
2025-11-17 00:51:17,toilet_flush,21.47,3.01,13.51
2025-11-17 00:59:45,toilet_flush,8.96,4.4,12.07
2025-11-17 00:33:01,shower,2.49,1.59,2.62
2025-11-17 00:07:58,bath,13.99,3.86,28.66
2025-11-17 00:33:07,shower,8.58,4.76,8.04
2025-11-17 00:11:49,bath,8.07,2.33,10.12
2025-11-17 00:45:39,kitchen_sink,33.62,3.93,
2025-11-17 00:54:50,kitchen_sink,21.76,4.91,26.04
2025-11-17 00:18:03,shower,19.71,4.87,39.9
2025-11-17 00:03:32,washing_machine,14.84,2.32,25.55
2025-11-17 00:52:03,dishwasher,15.3,1.85,17.51
2025-11-17 00:36:41,shower,19.16,2.02,26.04
2025-11-17 00:56:52,shower,24.53,3.96,59.47
2025-11-17 00:37:57,toilet_flush,24.72,4.04,42.56
2025-11-17 00:16:17,shower,6.42,3.86,14.65
2025-11-17 00:26:02,shower,17.75,2.68,10.85
2025-11-17 00:30:19,shower,14.71,2.09,19.29
2025-11-17 00:30:32,washing_machine,30.53,3.53,69.91
2025-11-17 00:57:29,toilet_flush,22.28,3.19,20.99
2025-11-17 00:56:52,garden_irrigation,18.87,4.05,45.77
2025-11-17 00:42:51,garden_irrigation,4.48,3.04,1.9
2025-11-17 00:15:18,garden_irrigation,21.39,2.69,48.69
2025-11-17 00:49:46,garden_irrigation,4.54,2.53,5.56
2025-11-17 00:13:45,toilet_flush,12.13,2.24,4.48
2025-11-17 00:15:31,shower,5.43,2.43,12.07
2025-11-17 00:22:07,garden_irrigation,24.38,1.83,19.0
2025-11-17 00:01:06,shower,7.62,2.71,1.91
2025-11-17 00:53:11,dishwasher,14.02,1.63,7.18
2025-11-17 00:43:41,dishwasher,31.4,2.15,
2025-11-17 00:46:43,garden_irrigation,7.55,4.11,18.49
2025-11-17 00:04:11,washing_machine,18.02,2.64,8.22
2025-11-17 00:41:46,shower,14.96,3.84,18.89
2025-11-17 00:07:16,toilet_flush,1.13,4.01,0.7
2025-11-17 00:47:12,bath,27.85,3.53,53.29
2025-11-17 00:54:26,washing_machine,2.88,4.86,1.36
2025-11-17 00:18:44,None,16.86,1.58,12.67
2025-11-17 00:10:25,washing_machine,19.84,4.09,12.93
2025-11-17 00:01:58,toilet_flush,22.18,4.86,32.62
2025-11-17 00:46:52,washing_machine,24.26,4.52,53.57
2025-11-17 00:46:10,dishwasher,9.24,2.09,12.71
2025-11-17 00:46:10,shower,0.84,2.64,0.28
2025-11-17 00:32:13,kitchen_sink,25.46,2.1,38.08
2025-11-17 00:07:41,kitchen_sink,18.98,3.6,38.61
2025-11-17 00:33:15,garden_irrigation,29.35,3.99,14.79
2025-11-17 00:16:02,dishwasher,28.84,2.61,10.59
2025-11-17 00:58:13,garden_irrigation,29.59,3.39,18.7
2025-11-17 00:09:20,shower,17.24,3.92,33.03
2025-11-17 00:07:08,toilet_flush,12.01,2.97,18.75
2025-11-17 00:37:28,shower,27.81,4.49,40.14
2025-11-17 00:16:18,garden_irrigation,16.07,4.2,12.44
2025-11-17 00:25:41,washing_machine,6.83,1.73,6.59
2025-11-17 00:00:11,bath,30.0,3.67,72.65
2025-11-17 00:28:05,dishwasher,30.95,2.32,23.32
2025-11-17 00:32:43,shower,16.59,3.45,37.72
2025-11-17 00:01:51,shower,3.11,4.85,4.77
2025-11-17 00:13:01,toilet_flush,13.88,4.58,6.71
2025-11-17 00:56:20,garden_irrigation,28.22,2.92,35.98
2025-11-17 00:58:18,shower,31.61,2.52,75.28
2025-11-17 00:54:46,washing_machine,7.52,2.32,8.74
2025-11-17 00:39:42,bath,2.81,3.36,6.14
2025-11-17 00:51:00,washing_machine,30.77,1.9,24.3
2025-11-17 00:08:03,kitchen_sink,13.93,3.42,21.08
2025-11-17 00:52:51,garden_irrigation,19.19,1.5,41.08
2025-11-17 00:52:51,washing_machine,33.9,2.63,78.57
2025-11-17 00:03:16,toilet_flush,2.8,2.27,3.69
2025-11-17 00:22:49,bath,22.87,4.9,38.22
2025-11-17 00:27:46,garden_irrigation,3.06,4.05,0.63
2025-11-17 00:23:18,washing_machine,13.45,2.72,10.52
2025-11-17 00:45:06,None,28.23,1.82,23.74
2025-11-17 00:00:14,garden_irrigation,15.45,3.31,6.41
2025-11-17 00:45:27,washing_machine,34.9,2.25,29.43
2025-11-17 00:10:42,dishwasher,19.79,3.38,18.57
2025-11-17 00:43:23,shower,11.58,4.42,28.12
2025-11-17 00:57:39,kitchen_sink,8.09,3.66,
2025-11-17 00:20:44,bath,12.59,3.72,14.85
2025-11-17 00:19:01,garden_irrigation,13.35,3.39,33.01
2025-11-17 00:51:45,garden_irrigation,2.87,4.75,1.59
2025-11-17 00:11:44,washing_machine,13.25,4.76,17.16
2025-11-17 00:11:44,kitchen_sink,16.52,3.29,27.89
2025-11-17 00:44:47,toilet_flush,25.43,2.57,8.34
2025-11-17 00:45:13,washing_machine,23.16,3.11,42.83
2025-11-17 00:33:38,washing_machine,24.95,2.15,10.72
2025-11-17 00:36:35,toilet_flush,0.79,3.73,0.41
2025-11-17 00:25:53,toilet_flush,8.01,3.25,4.54
2025-11-17 00:57:57,toilet_flush,23.33,1.86,54.51
2025-11-17 00:54:27,bath,17.2,2.19,30.47
2025-11-17 00:14:41,toilet_flush,0.68,3.18,1.16
2025-11-17 00:09:28,dishwasher,28.26,4.61,41.76
2025-11-17 00:05:42,toilet_flush,27.16,3.48,23.72
2025-11-17 00:20:45,shower,19.42,3.89,31.62
2025-11-17 00:13:32,shower,2.79,2.69,3.19
2025-11-17 00:23:30,toilet_flush,26.94,3.5,14.4
2025-11-17 00:52:13,bath,20.64,3.07,36.86
2025-11-17 00:04:50,bath,27.48,3.81,13.69
2025-11-17 00:25:29,kitchen_sink,26.44,1.68,16.88
2025-11-17 00:54:13,bath,28.2,3.23,58.68
2025-11-17 00:17:56,dishwasher,18.37,2.54,31.56
2025-11-17 00:21:12,dishwasher,5.34,2.64,8.82
2025-11-17 00:33:46,kitchen_sink,23.65,4.86,27.48
2025-11-17 00:33:46,toilet_flush,21.91,2.14,24.35
2025-11-17 00:29:23,bath,26.11,2.59,46.67
2025-11-17 00:29:23,shower,6.36,3.28,12.1
2025-11-17 00:20:06,kitchen_sink,7.23,4.52,9.93
2025-11-17 00:42:51,shower,31.22,2.96,75.84
2025-11-17 00:06:49,dishwasher,26.37,4.1,63.24
2025-11-17 00:00:10,washing_machine,31.83,4.5,36.56
2025-11-17 00:23:14,dishwasher,26.68,2.59,55.69
2025-11-17 00:10:41,dishwasher,21.1,-2.87,30.58
2025-11-17 00:57:51,shower,23.07,2.75,31.77
2025-11-17 00:42:08,toilet_flush,31.17,4.41,10.17
2025-11-17 00:42:08,bath,20.47,1.66,31.12
2025-11-17 00:08:51,dishwasher,22.32,2.58,50.7
2025-11-17 00:29:57,bath,5.9,3.88,11.77
2025-11-17 00:38:57,None,16.85,3.48,33.84
2025-11-17 00:33:49,toilet_flush,2522.0,3.03,14.32
2025-11-17 00:53:16,washing_machine,9.85,3.39,10.09
2025-11-17 00:35:59,bath,7.48,2.19,5.51
2025-11-17 00:56:34,shower,11.33,3.01,10.5
2025-11-17 00:13:44,kitchen_sink,8.83,3.26,13.54
2025-11-17 00:43:32,dishwasher,7.91,4.65,8.22
2025-11-17 00:16:27,toilet_flush,15.16,2.41,22.58
2025-11-17 00:32:08,bath,31.82,4.54,38.46
2025-11-17 00:53:59,kitchen_sink,17.99,3.75,15.46
2025-11-17 00:12:36,shower,6.98,1.57,2.93
2025-11-17 00:19:25,bath,3.16,4.04,7.11
2025-11-17 00:16:00,washing_machine,24.52,1.62,5.55
2025-11-17 00:26:37,dishwasher,13.71,4.99,2.79
2025-11-17 00:11:50,dishwasher,28.85,4.55,60.63
2025-11-17 00:42:28,toilet_flush,23.25,2.54,57.95
2025-11-17 00:12:08,kitchen_sink,27.97,2.4,52.37
2025-11-17 00:51:31,bath,9.88,2.84,2.32
2025-11-17 00:46:01,dishwasher,24.39,2.75,17.59
2025-11-17 00:48:24,toilet_flush,9.61,2.8,23.4
2025-11-17 00:10:15,bath,32.9,2.61,67.77
2025-11-17 00:56:32,toilet_flush,22.45,3.67,
2025-11-17 00:13:57,kitchen_sink,1170.0,2.07,8.71
2025-11-17 00:52:33,washing_machine,9.8,4.46,2.28
2025-11-17 00:25:55,None,7.09,4.34,1.76
2025-11-17 00:55:21,washing_machine,24.47,3.17,39.34
2025-11-17 00:54:12,washing_machine,8.05,4.48,2.01
2025-11-17 00:34:02,dishwasher,21.04,2.37,52.29
2025-11-17 00:01:57,dishwasher,9.63,1.56,5.99
2025-11-17 00:54:06,shower,23.34,3.67,42.82
2025-11-17 00:36:52,bath,28.62,3.1,15.93
2025-11-17 00:58:00,kitchen_sink,27.34,3.49,39.43
2025-11-17 00:40:00,shower,26.75,4.65,10.31
2025-11-17 00:50:56,garden_irrigation,6.98,4.89,
2025-11-17 00:19:40,dishwasher,3.55,3.72,5.49
2025-11-17 00:39:18,bath,24.61,4.17,9.8
2025-11-17 00:54:20,shower,13.21,1.79,28.42
2025-11-17 00:29:58,toilet_flush,15.42,2.06,22.48
2025-11-17 00:52:24,toilet_flush,1.57,4.07,3.64
2025-11-17 00:10:20,toilet_flush,9.46,3.01,21.84
2025-11-17 00:51:34,garden_irrigation,1.66,3.06,3.85
2025-11-17 00:18:23,washing_machine,30.83,2.58,11.68
2025-11-17 00:16:14,dishwasher,8.9,3.63,4.26
2025-11-17 00:23:32,toilet_flush,19.73,2.15,48.77
2025-11-17 00:41:16,bath,1.84,3.69,2.43
2025-11-17 00:41:16,bath,23.51,2.11,17.58
2025-11-17 00:21:11,dishwasher,11.64,1.72,22.93
2025-11-17 00:02:49,shower,31.48,2.66,25.43
2025-11-17 00:49:31,washing_machine,31.14,2.31,58.31
2025-11-17 00:23:42,shower,11.72,4.61,24.91
2025-11-17 00:31:37,shower,31.58,1.69,63.28
2025-11-17 00:40:09,toilet_flush,34.87,2.12,28.95
2025-11-17 00:06:39,shower,28.98,3.42,32.57
2025-11-17 00:23:34,dishwasher,29.65,3.18,34.11
2025-11-17 00:34:02,garden_irrigation,9.09,1.66,12.09
2025-11-17 00:20:04,bath,20.4,1.53,11.93
2025-11-17 00:20:04,bath,2.82,4.96,3.5
2025-11-17 00:20:17,bath,3.77,3.81,5.18
2025-11-17 00:05:16,dishwasher,34.96,2.78,49.75
2025-11-17 00:58:47,washing_machine,11.77,3.15,24.55
2025-11-17 00:22:18,toilet_flush,26.31,2.43,36.57
2025-11-17 00:44:07,toilet_flush,28.33,2.71,20.7
2025-11-17 00:21:58,dishwasher,30.1,3.77,51.93
2025-11-17 00:09:41,shower,34.92,4.59,71.02
2025-11-17 00:05:13,shower,8.83,2.14,
2025-11-17 00:47:01,kitchen_sink,1.89,4.44,3.18
2025-11-17 00:12:16,kitchen_sink,14.69,1.93,7.9
2025-11-17 00:06:16,toilet_flush,4.99,2.25,4.92
